A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,cls
1,44.0,110.0,1,13,3,42.0,1,0,1.0,0,0,38.0,1.0,1
1,79.0,87.0,1,12,4,7.0,1,0,1.0,1,1,53.0,1.0,1
1,207.0,15.0,0,13,3,8.0,0,0,1.0,1,1,104.0,3.0,0
0,256.0,52.0,0,12,3,1.0,0,0,1.0,1,1,49.0,2.0,0
1,83.0,29.0,1,7,6,3.0,0,0,1.0,1,1,77.0,6.0,0
0,205.0,33.0,1,12,3,47.0,1,1,12.0,0,1,1.0,111.0,1
1,236.0,102.0,1,0,0,1.0,0,1,3.0,0,1,2.0,2.0,0
0,32.0,93.0,0,12,6,65.0,1,0,1.0,0,1,86.0,1.0,1
1,120.0,21.0,1,10,3,12.0,1,0,1.0,1,1,69.0,1.0,0
1,174.0,73.0,1,6,3,5.0,0,0,1.0,1,1,38.0,1.0,0
1,37.0,46.0,0,4,3,47.0,1,0,1.0,1,1,32.0,21.0,0
0,71.0,162.0,1,2,3,11.0,1,1,6.0,1,1,1.0,120.0,1
1,238.0,118.0,1,2,3,2.0,1,1,2.0,0,1,69.0,94.0,1
1,72.0,6.0,1,12,2,52.0,0,0,1.0,1,0,1.0,1.0,1
0,81.0,27.0,0,2,3,37.0,1,1,3.0,1,1,24.0,109.0,1
0,147.0,107.0,1,1,1,52.0,1,1,6.0,1,1,31.0,115.0,1
0,241.0,128.0,0,2,6,108.0,1,1,15.0,0,1,1.0,192.0,1
0,214.0,105.0,1,1,3,85.0,1,0,1.0,1,1,1.0,206.0,1
1,158.0,57.0,1,12,3,3.0,0,0,1.0,0,1,102.0,1.0,0
0,97.0,72.0,1,5,6,24.0,1,0,1.0,0,1,117.0,1.0,1
1,122.0,180.0,1,10,4,7.0,0,0,1.0,1,1,165.0,1.0,0
1,163.0,87.0,1,5,3,85.0,1,1,4.0,1,1,100.0,190.0,1
1,189.0,119.0,1,10,3,4.0,1,0,1.0,1,1,142.0,1.0,0
1,65.0,63.0,1,8,3,20.0,0,0,1.0,0,1,63.0,1.0,0
1,159.0,75.0,1,12,3,58.0,0,1,3.0,1,1,53.0,33.0,0
1,163.0,17.0,1,12,4,23.0,1,0,1.0,1,0,107.0,1.0,0
1,6.0,76.0,1,13,3,3.0,0,1,2.0,0,1,1.0,7.0,0
1,120.0,50.0,1,4,6,87.0,1,1,10.0,0,1,130.0,142.0,1
1,97.0,73.0,1,12,3,31.0,0,1,2.0,0,1,1.0,23.0,0
1,342.0,109.0,1,1,7,121.0,1,1,2.0,1,1,1.0,1.0,1
0,32.0,144.0,1,13,3,40.0,1,1,7.0,1,1,11.0,125.0,1
0,120.0,11.0,1,11,6,4.0,0,1,2.0,1,1,95.0,52.0,0
0,39.0,22.0,0,12,3,26.0,0,1,2.0,0,1,171.0,3.0,0
1,156.0,48.0,1,6,3,16.0,0,0,1.0,1,0,1.0,1.0,0
0,297.0,29.0,1,10,3,14.0,0,0,1.0,1,1,86.0,56.0,0
1,159.0,46.0,0,13,3,2.0,0,0,1.0,0,0,53.0,1.0,0
1,301.0,196.0,1,12,3,110.0,1,1,10.0,0,1,1.0,1.0,1
0,212.0,11.0,1,0,0,1.0,0,1,11.0,0,1,69.0,19.0,0
1,184.0,70.0,1,11,3,78.0,1,1,7.0,0,1,71.0,1.0,1
0,51.0,73.0,1,10,3,2.0,1,0,1.0,0,1,32.0,1.0,1
1,207.0,202.0,1,13,3,3.0,0,0,1.0,0,1,107.0,205.0,0
1,298.0,20.0,1,0,0,1.0,0,0,1.0,0,1,48.0,1.0,0
0,83.0,28.0,1,2,3,11.0,0,1,2.0,1,1,69.0,12.0,0
1,200.0,95.0,1,5,6,95.0,0,0,1.0,1,0,164.0,1.0,1
0,328.0,207.0,1,7,4,115.0,1,1,14.0,0,1,1.0,222.0,1
1,130.0,30.0,1,11,3,25.0,1,1,4.0,1,1,129.0,1.0,1
1,163.0,21.0,1,8,3,7.0,0,0,1.0,0,1,124.0,181.0,0
0,166.0,73.0,0,9,2,1.0,0,0,1.0,0,1,53.0,21.0,0
1,37.0,119.0,1,13,6,36.0,1,1,8.0,0,1,24.0,199.0,1
1,230.0,115.0,1,11,3,32.0,1,1,6.0,1,1,34.0,155.0,1
1,13.0,79.0,1,7,3,9.0,0,0,1.0,1,1,45.0,3.0,0
1,268.0,123.0,0,12,3,40.0,0,0,1.0,0,1,53.0,3.0,0
1,9.0,1.0,0,10,3,7.0,0,0,1.0,0,1,18.0,1.0,0
0,246.0,119.0,1,2,3,14.0,1,1,4.0,1,1,48.0,1.0,1
1,137.0,196.0,1,12,6,91.0,1,1,12.0,0,1,1.0,191.0,1
0,109.0,55.0,1,9,2,1.0,0,0,1.0,1,1,97.0,2.0,0
1,225.0,80.0,1,13,3,76.0,1,1,15.0,0,1,126.0,168.0,1
1,97.0,115.0,1,12,3,26.0,1,1,4.0,0,1,1.0,1.0,1
0,129.0,13.0,1,2,3,16.0,1,1,5.0,0,1,24.0,1.0,1
1,347.0,201.0,1,0,0,1.0,1,0,1.0,1,1,1.0,1.0,1
1,70.0,169.0,0,11,3,37.0,0,0,1.0,1,1,1.0,206.0,0
0,119.0,40.0,1,0,0,1.0,0,1,2.0,0,1,27.0,94.0,0
0,35.0,137.0,1,4,6,20.0,1,1,8.0,0,1,30.0,1.0,1
0,102.0,1.0,1,12,3,1.0,0,0,1.0,0,2,65.0,1.0,1
1,163.0,2.0,0,6,3,78.0,0,0,1.0,1,1,146.0,1.0,0
0,70.0,136.0,1,2,3,43.0,1,1,11.0,0,1,24.0,149.0,0
0,75.0,40.0,1,2,3,7.0,0,0,1.0,1,1,38.0,140.0,0
1,79.0,182.0,1,12,3,4.0,0,1,3.0,0,1,1.0,217.0,0
0,141.0,36.0,0,5,3,26.0,0,0,1.0,0,1,98.0,14.0,0
0,169.0,115.0,1,6,3,31.0,0,0,1.0,0,1,95.0,1.0,0
1,118.0,46.0,0,13,3,10.0,1,0,1.0,1,1,92.0,154.0,1
1,36.0,163.0,1,12,4,16.0,0,1,3.0,1,1,69.0,8.0,0
1,204.0,64.0,1,13,3,4.0,0,1,3.0,0,1,77.0,2.0,0
1,32.0,1.0,1,2,3,18.0,0,0,1.0,0,1,53.0,2.0,0
0,136.0,85.0,1,12,3,28.0,1,1,2.0,1,1,121.0,1.0,1
1,192.0,92.0,1,7,4,71.0,1,1,3.0,0,1,96.0,126.0,1
0,182.0,73.0,0,10,3,47.0,0,0,1.0,0,1,63.0,1.0,0
1,310.0,147.0,1,1,3,112.0,1,1,6.0,0,1,1.0,1.0,1
1,98.0,33.0,1,10,3,14.0,0,0,1.0,0,1,69.0,1.0,0
1,174.0,59.0,0,8,0,1.0,0,0,1.0,0,1,38.0,1.0,0
0,53.0,102.0,0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0
0,319.0,198.0,1,9,0,1.0,1,1,16.0,0,1,1.0,87.0,1
1,172.0,6.0,0,12,6,71.0,1,1,2.0,1,1,139.0,225.0,1
0,48.0,174.0,1,12,6,96.0,1,0,1.0,0,1,111.0,1.0,1
0,150.0,109.0,1,8,3,93.0,0,0,1.0,1,0,32.0,1.0,0
0,91.0,23.0,1,10,6,43.0,1,0,1.0,0,1,131.0,1.0,0
1,78.0,166.0,1,5,6,13.0,1,1,2.0,0,1,32.0,1.0,1
0,163.0,167.0,1,0,0,1.0,0,0,1.0,0,1,65.0,215.0,0
0,173.0,18.0,1,4,3,2.0,1,0,1.0,0,1,141.0,230.0,1
1,85.0,46.0,1,6,6,45.0,1,1,7.0,0,1,69.0,98.0,1
1,214.0,5.0,0,12,3,37.0,0,0,1.0,1,1,84.0,55.0,1
1,145.0,40.0,0,8,3,7.0,0,0,1.0,0,1,79.0,1.0,0
0,86.0,17.0,1,2,6,31.0,1,1,2.0,0,1,1.0,128.0,1
1,54.0,10.0,0,12,6,7.0,0,0,1.0,0,1,98.0,78.0,0
1,162.0,197.0,1,12,3,14.0,1,0,1.0,0,1,38.0,1.0,0
1,74.0,73.0,1,11,3,32.0,1,1,2.0,0,1,92.0,139.0,1
1,218.0,52.0,0,12,4,7.0,1,0,1.0,1,1,55.0,109.0,0
0,93.0,95.0,1,13,3,26.0,0,0,1.0,1,1,117.0,7.0,0
1,209.0,86.0,1,13,3,29.0,1,0,1.0,1,1,69.0,1.0,0
0,278.0,26.0,1,2,6,63.0,1,1,2.0,0,1,110.0,145.0,1
1,170.0,87.0,0,4,3,37.0,0,0,1.0,1,1,38.0,1.0,0
0,154.0,161.0,1,2,6,3.0,0,1,13.0,1,1,41.0,4.0,0
1,126.0,47.0,1,13,3,74.0,1,1,6.0,1,1,32.0,4.0,1
1,314.0,197.0,1,1,7,1.0,1,1,20.0,0,1,50.0,60.0,0
1,7.0,26.0,1,12,3,43.0,1,1,6.0,1,1,115.0,130.0,1
1,91.0,180.0,1,13,3,24.0,1,0,1.0,1,1,92.0,1.0,0
1,175.0,109.0,1,2,6,93.0,1,1,13.0,1,1,132.0,150.0,1
1,149.0,17.0,1,12,3,43.0,1,1,12.0,0,1,10.0,118.0,1
1,67.0,16.0,1,8,3,4.0,0,0,1.0,1,1,98.0,38.0,0
1,251.0,32.0,1,5,3,58.0,1,0,1.0,0,1,153.0,125.0,1
1,213.0,55.0,1,7,3,7.0,0,0,1.0,1,1,78.0,1.0,0
1,105.0,184.0,1,4,3,14.0,0,0,1.0,0,1,1.0,3.0,0
1,146.0,54.0,1,12,6,80.0,1,0,1.0,0,1,92.0,77.0,1
1,43.0,10.0,1,2,3,4.0,0,0,1.0,0,1,69.0,1.0,0
1,40.0,13.0,1,2,3,47.0,1,1,3.0,1,1,24.0,1.0,1
1,300.0,2.0,1,5,6,2.0,1,0,1.0,0,1,1.0,200.0,1
1,337.0,123.0,1,1,7,1.0,0,0,1.0,0,1,1.0,13.0,0
1,242.0,79.0,1,11,3,73.0,0,0,1.0,1,0,131.0,1.0,0
0,10.0,9.0,1,10,3,4.0,0,0,1.0,0,1,69.0,2.0,0
1,141.0,19.0,1,13,3,8.0,0,1,2.0,0,1,111.0,198.0,0
1,188.0,95.0,1,10,3,26.0,1,0,1.0,1,1,86.0,1.0,0
0,346.0,1.0,1,12,3,1.0,0,0,1.0,0,2,65.0,1.0,1
1,253.0,8.0,1,7,6,88.0,1,0,1.0,0,1,131.0,1.0,1
0,70.0,164.0,0,2,3,65.0,1,0,1.0,1,1,94.0,1.0,0
1,89.0,55.0,1,1,1,5.0,0,1,3.0,0,1,107.0,166.0,0
1,267.0,17.0,1,7,6,85.0,1,0,1.0,1,1,107.0,1.0,1
0,76.0,173.0,1,5,6,14.0,1,1,3.0,1,1,102.0,119.0,1
1,192.0,42.0,1,7,4,4.0,0,0,1.0,1,1,141.0,210.0,0
1,77.0,169.0,1,7,3,73.0,1,1,10.0,0,1,17.0,134.0,1
1,106.0,30.0,1,8,3,10.0,0,1,3.0,1,1,60.0,4.0,0
0,18.0,139.0,1,10,3,34.0,1,0,1.0,1,1,1.0,1.0,1
1,47.0,36.0,1,2,3,37.0,0,0,1.0,0,1,34.0,8.0,0
1,165.0,199.0,1,6,3,65.0,1,1,10.0,0,1,87.0,133.0,1
0,325.0,55.0,1,0,0,99.0,0,1,2.0,0,1,1.0,11.0,0
1,332.0,47.0,1,2,3,4.0,1,0,1.0,1,1,92.0,1.0,1
0,340.0,192.0,1,0,0,1.0,1,1,12.0,1,1,1.0,171.0,1
1,148.0,34.0,0,7,4,14.0,1,1,11.0,1,1,43.0,27.0,0
1,289.0,119.0,1,2,6,96.0,1,0,1.0,1,1,114.0,1.0,1
0,83.0,169.0,0,8,6,65.0,0,0,1.0,1,1,3.0,17.0,0
1,44.0,141.0,1,12,3,41.0,1,1,4.0,1,1,11.0,27.0,1
1,285.0,130.0,1,13,6,127.0,1,1,13.0,0,1,1.0,138.0,1
1,79.0,46.0,1,2,3,55.0,1,1,4.0,1,1,1.0,122.0,1
1,172.0,192.0,0,0,0,1.0,0,1,3.0,0,1,53.0,2.0,0
1,184.0,12.0,0,4,3,3.0,0,0,1.0,0,1,63.0,1.0,0
1,83.0,16.0,0,13,3,61.0,1,1,7.0,1,1,72.0,100.0,0
1,12.0,12.0,0,8,3,8.0,0,0,1.0,0,0,69.0,1.0,0
0,51.0,136.0,1,12,3,5.0,0,0,1.0,0,1,1.0,102.0,0
0,334.0,200.0,1,2,3,117.0,1,0,1.0,1,1,4.0,229.0,1
1,163.0,102.0,0,10,3,110.0,1,0,1.0,0,1,1.0,1.0,0
0,95.0,178.0,1,4,6,73.0,1,1,7.0,0,1,131.0,112.0,1
1,58.0,148.0,1,12,3,7.0,1,0,1.0,0,1,45.0,1.0,0
1,47.0,1.0,1,12,3,1.0,0,0,1.0,0,2,65.0,1.0,0
0,98.0,187.0,0,0,0,47.0,0,1,2.0,1,1,69.0,2.0,0
1,259.0,97.0,1,2,3,82.0,1,0,1.0,0,0,1.0,1.0,1
1,114.0,52.0,0,12,3,26.0,1,1,6.0,1,1,53.0,218.0,1
1,326.0,124.0,1,11,3,124.0,1,1,7.0,1,1,117.0,167.0,1
1,316.0,169.0,1,0,0,85.0,1,1,6.0,0,1,1.0,226.0,1
1,299.0,151.0,1,7,4,1.0,1,1,12.0,0,1,1.0,163.0,1
1,237.0,17.0,1,11,3,7.0,1,0,1.0,0,0,99.0,1.0,0
1,123.0,56.0,0,10,3,47.0,1,1,4.0,1,1,120.0,120.0,1
1,149.0,119.0,1,4,3,68.0,1,1,9.0,0,1,109.0,158.0,1
1,302.0,56.0,0,0,0,37.0,0,0,1.0,0,1,38.0,2.0,0
0,95.0,164.0,0,10,3,81.0,1,0,1.0,0,1,38.0,1.0,0
1,143.0,26.0,0,12,3,2.0,0,0,1.0,0,1,86.0,1.0,0
0,185.0,13.0,1,4,3,10.0,0,0,1.0,0,1,102.0,35.0,1
1,104.0,26.0,1,12,4,7.0,1,0,1.0,0,1,113.0,24.0,1
0,135.0,34.0,1,12,3,58.0,1,1,6.0,1,1,102.0,172.0,1
0,23.0,13.0,2,4,0,115.0,0,0,1.0,1,0,102.0,1.0,1
1,47.0,123.0,1,12,3,40.0,1,1,4.0,0,1,69.0,170.0,1
1,17.0,209.0,2,0,5,1.0,0,0,1.0,1,2,143.0,240.0,1
1,23.0,122.0,0,11,3,2.0,0,0,1.0,0,1,45.0,1.0,0
1,281.0,66.0,1,11,4,58.0,1,1,13.0,1,1,133.0,195.0,1
1,324.0,136.0,1,1,6,101.0,1,1,4.0,0,1,1.0,1.0,1
1,1.0,87.0,0,13,3,43.0,1,1,3.0,1,1,38.0,150.0,1
1,36.0,144.0,1,2,3,26.0,1,0,1.0,1,1,18.0,109.0,1
0,63.0,172.0,1,8,6,3.0,0,0,1.0,0,1,107.0,6.0,0
1,18.0,151.0,1,13,6,5.0,0,1,2.0,0,1,38.0,2.0,0
1,197.0,66.0,0,13,3,65.0,0,0,1.0,0,0,69.0,1.0,0
1,138.0,82.0,1,13,3,73.0,1,1,4.0,1,1,108.0,1.0,0
1,57.0,26.0,0,3,5,20.0,0,0,1.0,1,1,43.0,3.0,0
1,24.0,156.0,1,12,6,28.0,0,0,1.0,0,1,107.0,14.0,0
1,127.0,73.0,1,13,3,20.0,0,0,1.0,1,1,102.0,42.0,0
0,272.0,160.0,1,2,3,85.0,1,1,8.0,1,1,1.0,1.0,1
1,73.0,169.0,1,7,3,11.0,0,0,1.0,0,1,1.0,1.0,0
0,163.0,82.0,1,6,3,65.0,1,0,1.0,1,1,102.0,1.0,0
0,47.0,127.0,1,8,3,37.0,1,1,2.0,0,1,53.0,83.0,1
0,55.0,63.0,1,7,4,14.0,1,1,5.0,0,0,24.0,1.0,1
1,114.0,92.0,1,4,3,79.0,1,1,2.0,1,1,38.0,1.0,1
0,121.0,50.0,1,0,0,1.0,0,0,1.0,0,1,111.0,2.0,0
1,254.0,34.0,1,13,3,85.0,1,1,7.0,1,1,152.0,228.0,1
0,25.0,151.0,1,13,3,26.0,0,1,2.0,0,1,38.0,2.0,0
0,133.0,33.0,1,2,3,26.0,1,1,3.0,1,1,56.0,115.0,0
0,58.0,115.0,1,10,3,58.0,1,1,4.0,0,1,24.0,146.0,1
1,62.0,164.0,1,5,3,8.0,1,1,7.0,0,1,39.0,1.0,1
1,63.0,17.0,1,12,3,4.0,0,0,1.0,0,1,117.0,1.0,0
1,175.0,139.0,0,13,6,90.0,1,0,1.0,1,1,51.0,1.0,1
0,271.0,33.0,1,2,3,4.0,0,0,1.0,1,1,93.0,1.0,0
0,83.0,20.0,0,0,0,4.0,0,0,1.0,0,1,38.0,46.0,0
0,21.0,18.0,1,12,3,43.0,0,1,2.0,1,1,24.0,6.0,0
1,179.0,66.0,0,13,3,101.0,0,0,1.0,1,1,98.0,1.0,0
0,72.0,12.0,1,2,3,20.0,0,0,1.0,0,0,53.0,1.0,0
1,195.0,35.0,1,11,3,29.0,0,0,1.0,0,0,7.0,1.0,0
1,143.0,44.0,1,13,6,20.0,1,1,2.0,0,1,86.0,50.0,1
1,167.0,66.0,1,10,3,104.0,1,0,1.0,1,1,157.0,1.0,0
0,49.0,54.0,1,2,3,49.0,1,1,6.0,0,1,77.0,194.0,1
1,186.0,70.0,1,7,4,1.0,0,0,1.0,0,1,63.0,1.0,0
1,65.0,28.0,1,12,6,51.0,0,0,1.0,1,1,40.0,1.0,1
0,202.0,175.0,1,2,6,124.0,1,1,9.0,0,1,1.0,221.0,1
1,168.0,94.0,1,4,6,97.0,1,1,4.0,0,1,105.0,94.0,1
0,72.0,27.0,1,7,3,3.0,0,0,1.0,0,1,47.0,1.0,0
1,114.0,194.0,1,7,4,1.0,0,0,1.0,1,1,62.0,1.0,0
1,264.0,55.0,1,11,3,43.0,1,1,3.0,1,1,1.0,16.0,1
1,149.0,36.0,0,12,3,2.0,0,0,1.0,0,1,58.0,73.0,0
1,220.0,123.0,1,2,6,118.0,1,1,8.0,1,1,102.0,6.0,0
1,13.0,4.0,0,12,3,2.0,0,0,1.0,0,1,45.0,132.0,0
1,292.0,62.0,1,0,0,8.0,0,0,1.0,0,1,69.0,4.0,0
1,75.0,7.0,1,11,3,3.0,0,0,1.0,0,0,1.0,1.0,0
0,197.0,40.0,0,7,6,14.0,0,0,1.0,1,1,53.0,1.0,0
1,266.0,164.0,0,6,3,37.0,1,0,1.0,0,0,1.0,1.0,0
1,331.0,70.0,1,13,3,43.0,1,1,6.0,1,1,18.0,39.0,1
1,101.0,13.0,1,11,3,7.0,1,1,4.0,0,1,92.0,234.0,1
0,250.0,34.0,1,10,3,18.0,0,0,1.0,0,1,86.0,84.0,0
1,294.0,204.0,1,0,0,1.0,1,1,2.0,0,1,29.0,1.0,0
0,187.0,48.0,0,0,0,1.0,1,0,1.0,0,1,107.0,1.0,0
1,35.0,87.0,0,7,3,26.0,0,0,1.0,1,1,117.0,150.0,0
0,90.0,64.0,0,12,3,1.0,0,0,1.0,0,1,38.0,1.0,0
1,80.0,46.0,1,12,6,35.0,1,0,1.0,0,1,137.0,77.0,1
1,344.0,139.0,1,0,0,76.0,0,1,2.0,0,1,20.0,7.0,0
1,281.0,11.0,1,12,4,126.0,1,1,20.0,0,1,1.0,233.0,1
0,182.0,66.0,0,12,3,58.0,0,0,1.0,1,1,1.0,3.0,0
1,263.0,73.0,1,2,6,96.0,1,1,12.0,0,1,24.0,1.0,1
1,76.0,21.0,0,10,3,4.0,1,0,1.0,0,1,63.0,2.0,0
1,196.0,66.0,1,4,4,14.0,0,0,1.0,0,1,112.0,1.0,0
1,320.0,203.0,1,6,4,126.0,1,1,18.0,1,1,1.0,1.0,1
0,265.0,121.0,1,2,3,102.0,1,1,4.0,1,1,1.0,1.0,1
0,267.0,1.0,1,12,3,58.0,1,0,1.0,0,1,1.0,1.0,1
1,191.0,52.0,1,13,4,7.0,1,0,1.0,1,1,54.0,1.0,0
0,269.0,96.0,1,8,6,26.0,0,0,1.0,1,0,86.0,1.0,0
1,154.0,69.0,0,11,3,4.0,0,0,1.0,1,0,24.0,1.0,0
1,124.0,26.0,1,2,6,5.0,0,0,1.0,1,1,77.0,88.0,0
1,37.0,126.0,1,11,3,2.0,0,1,2.0,0,1,32.0,2.0,0
0,247.0,33.0,1,7,4,52.0,1,0,1.0,1,1,1.0,94.0,1
0,82.0,46.0,1,13,3,24.0,0,0,1.0,1,1,53.0,1.0,0
1,165.0,28.0,1,5,3,33.0,1,1,9.0,1,1,103.0,203.0,1
0,20.0,164.0,1,5,6,26.0,1,1,12.0,0,1,1.0,200.0,1
0,181.0,61.0,0,4,3,73.0,0,0,1.0,1,1,69.0,63.0,0
0,307.0,123.0,1,10,6,65.0,0,0,1.0,0,1,1.0,1.0,0
0,100.0,37.0,1,2,3,32.0,1,1,3.0,0,1,69.0,1.0,0
1,242.0,46.0,1,7,4,1.0,0,0,1.0,0,0,102.0,1.0,0
1,85.0,20.0,0,4,6,4.0,0,0,1.0,0,1,86.0,2.0,0
1,317.0,180.0,1,8,6,108.0,1,0,1.0,1,1,6.0,182.0,1
0,133.0,74.0,0,5,6,59.0,1,1,2.0,0,1,20.0,1.0,1
1,170.0,87.0,1,11,3,58.0,1,0,1.0,1,1,117.0,1.0,1
1,54.0,30.0,0,12,6,7.0,0,0,1.0,0,1,98.0,78.0,0
1,190.0,140.0,1,12,3,81.0,1,1,13.0,1,1,1.0,80.0,1
1,263.0,213.0,1,2,6,6.0,1,1,2.0,0,1,166.0,47.0,0
0,222.0,115.0,1,8,3,26.0,1,0,1.0,1,1,1.0,1.0,1
1,217.0,56.0,1,13,3,2.0,1,0,1.0,1,1,131.0,219.0,1
1,145.0,56.0,0,5,6,2.0,0,0,1.0,0,1,40.0,2.0,0
1,216.0,68.0,1,4,3,5.0,0,0,1.0,1,1,1.0,116.0,0
1,161.0,205.0,1,12,3,101.0,1,1,17.0,0,1,1.0,213.0,1
1,206.0,67.0,1,0,0,1.0,0,0,1.0,0,1,1.0,150.0,0
1,48.0,64.0,1,12,3,47.0,1,1,12.0,1,1,69.0,200.0,1
1,277.0,113.0,1,13,3,93.0,0,0,1.0,0,1,147.0,66.0,0
1,64.0,131.0,0,7,4,5.0,0,0,1.0,1,1,65.0,1.0,0
1,48.0,151.0,0,12,3,58.0,1,0,1.0,0,0,11.0,1.0,1
1,198.0,66.0,1,13,3,1.0,1,0,1.0,1,1,85.0,77.0,1
1,86.0,30.0,1,11,3,3.0,0,1,5.0,0,1,90.0,179.0,0
1,216.0,119.0,1,11,6,78.0,1,1,13.0,1,1,28.0,1.0,1
0,50.0,145.0,1,7,3,2.0,0,0,1.0,0,1,69.0,150.0,0
1,213.0,78.0,1,2,6,113.0,1,0,1.0,1,1,33.0,127.0,1
1,71.0,152.0,1,5,3,2.0,1,1,10.0,0,1,18.0,108.0,1
0,117.0,187.0,1,2,6,85.0,1,1,3.0,0,1,1.0,213.0,1
0,275.0,16.0,1,4,6,11.0,1,1,12.0,1,1,141.0,7.0,1
0,304.0,1.0,0,0,0,1.0,0,0,1.0,0,1,1.0,1.0,0
1,231.0,66.0,0,7,6,115.0,0,0,1.0,1,0,69.0,1.0,0
1,231.0,49.0,1,12,3,37.0,1,1,11.0,0,1,66.0,212.0,1
0,124.0,56.0,1,13,3,7.0,0,0,1.0,1,1,63.0,36.0,0
1,35.0,144.0,1,13,3,37.0,1,0,1.0,0,1,38.0,189.0,1
1,235.0,92.0,1,12,4,99.0,1,1,17.0,0,1,37.0,160.0,1
1,210.0,26.0,0,6,3,16.0,0,0,1.0,0,1,86.0,4.0,0
1,109.0,10.0,1,7,4,1.0,1,0,1.0,1,1,1.0,1.0,1
1,234.0,51.0,0,11,3,5.0,0,0,1.0,0,0,131.0,1.0,0
1,252.0,15.0,1,12,6,6.0,1,1,7.0,0,1,77.0,147.0,1
1,56.0,127.0,1,10,3,35.0,1,1,2.0,0,1,24.0,227.0,1
0,43.0,40.0,1,12,3,1.0,0,0,1.0,0,1,1.0,1.0,0
0,123.0,73.0,1,11,3,64.0,0,1,2.0,1,1,98.0,11.0,0
1,59.0,27.0,0,4,3,18.0,0,0,1.0,0,1,53.0,1.0,0
1,130.0,105.0,1,5,3,84.0,1,1,3.0,0,1,136.0,8.0,1
1,117.0,61.0,1,7,4,14.0,0,0,1.0,1,1,162.0,206.0,0
0,27.0,141.0,1,2,3,30.0,1,1,5.0,0,1,18.0,118.0,1
0,79.0,114.0,1,2,3,70.0,1,1,11.0,0,1,38.0,85.0,1
1,83.0,53.0,1,12,3,15.0,0,0,1.0,1,1,44.0,2.0,0
1,131.0,102.0,1,13,3,117.0,1,0,1.0,1,1,20.0,1.0,1
1,103.0,60.0,0,10,3,76.0,1,0,1.0,0,1,67.0,1.0,0
0,134.0,50.0,1,2,3,56.0,1,0,1.0,1,1,141.0,1.0,0
1,75.0,77.0,0,12,3,5.0,0,0,1.0,0,1,53.0,152.0,0
0,90.0,34.0,0,0,0,14.0,1,1,4.0,0,1,63.0,65.0,0
1,92.0,18.0,1,11,3,26.0,0,0,1.0,1,1,38.0,2.0,0
1,169.0,52.0,0,1,6,2.0,1,0,1.0,1,1,127.0,1.0,1
1,284.0,85.0,1,7,4,26.0,0,0,1.0,0,1,32.0,3.0,0
0,132.0,82.0,1,13,3,23.0,1,0,1.0,0,0,98.0,1.0,1
1,100.0,18.0,1,13,3,5.0,0,1,2.0,0,1,95.0,110.0,0
1,29.0,157.0,1,0,0,11.0,0,0,1.0,0,1,24.0,1.0,0
1,60.0,38.0,0,8,3,58.0,1,1,2.0,0,1,63.0,21.0,0
1,91.0,40.0,1,12,3,7.0,0,0,1.0,0,1,35.0,1.0,0
1,10.0,89.0,1,7,6,11.0,0,0,1.0,1,1,38.0,1.0,0
1,115.0,55.0,1,6,3,20.0,0,0,1.0,1,1,24.0,1.0,0
1,285.0,82.0,1,10,3,73.0,1,0,1.0,0,0,82.0,1.0,1
1,82.0,70.0,1,0,0,81.0,0,0,1.0,0,1,53.0,25.0,0
0,245.0,56.0,0,2,6,4.0,1,1,21.0,1,1,145.0,162.0,1
1,200.0,212.0,1,5,6,40.0,1,1,2.0,1,1,154.0,115.0,1
1,84.0,175.0,1,12,3,49.0,0,0,1.0,0,0,24.0,1.0,0
1,30.0,102.0,1,2,3,10.0,1,1,3.0,0,1,1.0,31.0,0
1,151.0,17.0,1,6,6,3.0,0,0,1.0,1,0,88.0,1.0,0
0,41.0,26.0,1,12,3,22.0,1,1,6.0,1,1,45.0,6.0,0
1,109.0,29.0,1,4,3,29.0,0,0,1.0,0,1,32.0,1.0,0
1,136.0,46.0,0,12,3,37.0,1,0,1.0,1,1,1.0,81.0,0
1,135.0,142.0,1,2,6,94.0,1,1,7.0,0,1,125.0,71.0,1
1,107.0,33.0,1,2,3,43.0,1,0,1.0,1,1,98.0,1.0,1
1,82.0,77.0,0,8,3,11.0,0,1,2.0,1,1,98.0,45.0,0
1,111.0,185.0,1,1,1,1.0,0,0,1.0,1,1,45.0,156.0,0
1,311.0,122.0,1,12,6,61.0,1,1,12.0,1,1,1.0,92.0,1
1,163.0,13.0,1,6,3,24.0,1,0,1.0,1,0,168.0,1.0,0
0,98.0,180.0,1,6,3,26.0,0,0,1.0,1,1,63.0,153.0,0
1,181.0,77.0,0,5,3,69.0,1,1,4.0,1,1,124.0,1.0,1
1,235.0,49.0,1,12,3,37.0,0,0,1.0,0,1,1.0,96.0,0
0,19.0,1.0,0,9,0,1.0,0,0,1.0,0,1,25.0,1.0,0
1,85.0,22.0,1,12,3,5.0,0,0,1.0,0,1,32.0,1.0,1
1,114.0,69.0,0,4,3,90.0,1,1,2.0,0,1,74.0,1.0,1
0,70.0,14.0,1,7,3,9.0,0,0,1.0,1,0,47.0,1.0,0
1,238.0,18.0,0,10,3,14.0,1,1,4.0,0,1,69.0,150.0,1
